year,location,division,annual_precip_mm,max_24h_precip_mm,max_1h_intensity_mm_per_hr,precip_rank_all_year,precip_rank_in_type_year,rain_extreme,danger_score
1996,Magura,Khulna,2671.615027615811,155.68131554683038,86.36303979833006,40,21,TRUE,48.8
1996,Meherpur,Khulna,2125.7336908896323,99.5088601435564,83.16260803472366,79,43,FALSE,37.5
1996,Narail,Khulna,2020.926347947684,134.8939978184549,77.75518617148387,88,48,TRUE,19.4
1996,Satkhira,Khulna,2761.2560384927765,129.62411038704207,83.7897538582573,36,19,TRUE,50
1996,Jamalpur,Mymensingh,2557.3520422515435,140.9890025819302,87.82657472108798,47,22,FALSE,45.2
1996,Mymensingh,Mymensingh,2343.169505839298,93.07830477069685,91.0702470451882,58,30,FALSE,32.3
1996,Netrokona,Mymensingh,2483.666628471621,153.8012425530136,72.8044744959609,49,24,FALSE,43.1
1996,Sherpur,Mymensingh,2306.0740710592527,127.92067560582696,76.39112310814693,62,32,FALSE,44
1996,Bogura,Rajshahi,1629.7118860764472,66.45657209992484,69.60429138829964,118,61,FALSE,25.8
1996,Chapai Nawabganj,Rajshahi,1584.2940436404624,92.03342793191348,70.23367447113382,121,63,FALSE,13.7
1996,Joypurhat,Rajshahi,1889.6659837107577,79.08501296350448,66.47442473598933,102,53,FALSE,49.2
1996,Naogaon,Rajshahi,1741.8574834158353,62.485204819239286,72.23091870095703,116,59,FALSE,27.4
1996,Natore,Rajshahi,1836.5596582387088,78.0758279372574,77.8328094468987,109,57,FALSE,38.7
1996,Pabna,Rajshahi,1874.1068576171288,85.90084164560187,75.34386106853488,104,54,FALSE,44
1996,Rajshahi,Rajshahi,1653.3769858015828,76.25432578119107,74.27519897869414,117,60,FALSE,4.4
1996,Sirajganj,Rajshahi,1836.8771613617173,60.58634655451449,70.4736509853963,108,56,FALSE,23.8
1996,Dinajpur,Rangpur,1829.253534800931,89.34079619433932,88.75532375595223,110,58,FALSE,8.1
1996,Gaibandha,Rangpur,2376.5610782816566,84.81103172688938,69.65440531568336,56,29,TRUE,28.2
1996,Kurigram,Rangpur,2152.385687681681,89.90825172955726,71.13267901605539,75,42,FALSE,26.2
1996,Lalmonirhat,Rangpur,1590.4584952312775,103.42329051504764,82.02537102834464,120,62,FALSE,3.6
1996,Nilphamari,Rangpur,2104.9397823615627,41.15880238727604,83.49781128296564,80,44,FALSE,27
1996,Panchagarh,Rangpur,2293.909430657018,127.78193421623394,77.97833925083062,63,33,FALSE,34.7
1996,Rangpur,Rangpur,2261.6000524546503,122.1144021630438,79.2308365250845,65,35,FALSE,25
1996,Thakurgaon,Rangpur,1894.4607256442507,75.4452923277706,82.52909583037093,100,52,FALSE,15.7
1996,Habiganj,Sylhet,2819.328788860588,155.62419013666567,107.92290704326312,30,16,FALSE,44.8
1996,Moulvibazar,Sylhet,3758.928424230919,179.5144316542666,101.86750923406134,3,2,FALSE,52.8
1996,Sunamganj,Sylhet,3091.1996294858945,219.41147455239528,93.5562143960877,21,10,FALSE,45.2
1996,Sylhet,Sylhet,3155.742539241436,186.6140061081414,99.93577941769928,18,8,FALSE,50
1997,Barguna,Barishal,2392.0544762962363,151.459272556616,79.49497664884248,54,29,FALSE,71.8
1997,Barishal,Barishal,2694.3009432949543,148.79581070227405,94.399975211798,34,18,FALSE,77
1997,Bhola,Barishal,2813.6843220131896,162.4326527080713,88.37153904804086,32,17,FALSE,82.7
1997,Jhalokati,Barishal,2475.1180626697405,143.5483076721648,84.97247734255255,48,27,FALSE,73.4
1997,Patuakhali,Barishal,3087.874073024136,164.10355854034498,104.47506952799183,21,10,TRUE,89.9
1997,Pirojpur,Barishal,3039.850843450324,85.86983342247017,88.00564628120637,27,14,FALSE,62.1
1997,Bandarban,Chattogram,3496.413980371969,220.70087774365487,104.89818768123418,5,4,FALSE,77
1997,Brahmanbaria,Chattogram,2912.3178686781025,151.7425073126326,98.58611717831734,29,15,FALSE,72.6
1997,Chandpur,Chattogram,3482.1987784327093,237.0298091982187,97.55040042092328,6,5,TRUE,73.4
1997,Chattogram,Chattogram,3191.700124922776,200.8810092089412,104.550378925553,17,8,FALSE,93.5
1997,Cox's Bazar,Chattogram,3069.8779426410097,192.9278061570572,106.30938162782115,24,12,FALSE,77.4
1997,Cumilla,Chattogram,3608.6995397931546,210.6392122544641,80.42425084701551,3,2,TRUE,96.8
1997,Feni,Chattogram,3398.179146483893,216.3844967160456,103.17150380462944,7,6,FALSE,87.5
1997,Khagrachari,Chattogram,2900.3361044773774,119.00491170184291,96.19553985185266,30,16,FALSE,80.2
1997,Lakshmipur,Chattogram,3092.253499797743,154.57508468266295,88.53292475777252,20,9,FALSE,87.1
1997,Noakhali,Chattogram,2566.6856310850853,168.8650264872234,91.64528001599732,38,21,FALSE,54
1997,Rangamati,Chattogram,3086.226805005367,184.55428753975625,105.41709708560226,22,11,FALSE,79.8
1997,Dhaka,Dhaka,2616.2008904446416,123.23768571845817,96.28858299006856,36,20,TRUE,75.4
1997,Faridpur,Dhaka,2554.453015708689,102.27452607027983,76.87307667119339,40,22,FALSE,66.1
1997,Gazipur,Dhaka,2179.023444,144.79219600807514,81.35460291638651,67,36,FALSE,70.2
1997,Gopalganj,Dhaka,2020.7257608610248,74.94677761819494,81.67185708354269,89,44,FALSE,40.3
1997,Madaripur,Dhaka,2197.125793277527,136.87586053984546,90.43547008230132,66,35,FALSE,56.9
1997,Manikganj,Dhaka,2033.153238885672,87.10784016546238,82.68511701773467,88,43,FALSE,63.3
1997,Munshiganj,Dhaka,2335.483558585002,159.53959462173142,90.4627313758534,59,32,TRUE,65.3
1997,Narayanganj,Dhaka,2418.153283967848,125.90706542338782,82.25373381222656,50,28,FALSE,71.8
1997,Narsingdi,Dhaka,2637.8631363641275,156.88214896434073,75.7999298171084,35,19,TRUE,82.3
1997,Rajbari,Dhaka,2260.001656915659,81.88166090645377,98.42185497803833,62,34,TRUE,54.8
1997,Shariatpur,Dhaka,2133.5577323809325,113.6495820856322,94.31821125797836,77,39,FALSE,56.9
1997,Tangail,Dhaka,1395.5028481354643,97.19968318480598,89.0731256487254,124,60,FALSE,35.9
1997,Bagerhat,Khulna,1647.5098783981362,63.39472805711807,68.78809909614566,119,58,FALSE,51.2
1997,Chuadanga,Khulna,2479.946750226968,117.80888879974772,87.5713170219896,47,26,FALSE,66.5
1997,Jashore,Khulna,2384.8971181234024,124.82284046463366,93.74945044735902,55,30,FALSE,57.3
1997,Jhenaidah,Khulna,1781.719500898579,83.14139378532562,81.589217220914,108,54,FALSE,54
1997,Khulna,Khulna,2550.3888810803764,120.44493287354396,93.45577628713578,41,23,TRUE,80.2
1997,Kushtia,Khulna,1938.687490716388,111.64539732902712,79.09881002162014,92,46,FALSE,50.4
1997,Magura,Khulna,2377.05714165182,172.80690592716658,95.64980196458993,56,31,TRUE,45.6
1997,Meherpur,Khulna,2528.339581034058,147.1429112048989,78.9895816347295,44,25,TRUE,76.6
1997,Narail,Khulna,1791.4997078943936,66.40249921199856,94.0774593907349,106,53,FALSE,48.4
1997,Satkhira,Khulna,2060.928774735984,134.1112811079966,79.48133783814183,84,41,FALSE,57.7
1997,Mymensingh,Mymensingh,2317.978851812793,101.96257353270988,82.09681671184543,60,33,FALSE,56.9
1997,Bogura,Rajshahi,1865.197558268667,84.66294729642209,84.50850518416672,101,51,FALSE,41.1
1997,Chapai Nawabganj,Rajshahi,1933.0425470877608,109.35062376703422,63.95025082294151,93,47,FALSE,39.5
1997,Joypurhat,Rajshahi,2047.4935093939705,118.50719191029536,81.56488936164288,86,42,FALSE,54.8
1997,Naogaon,Rajshahi,1631.7491477541623,87.81303382798147,70.75903666679866,120,59,FALSE,23.4
1997,Natore,Rajshahi,1888.106333219485,121.6942415231552,78.34757230068043,100,50,FALSE,43.5
1997,Pabna,Rajshahi,1675.4898498782445,128.2826657739903,74.93625947054711,117,56,FALSE,46
1997,Rajshahi,Rajshahi,1760.049072287638,117.7716749875166,79.2133602470189,109,55,FALSE,26.6
1997,Sirajganj,Rajshahi,1650.3775447108142,86.04936340314649,79.61713158987102,118,57,FALSE,25
1997,Dinajpur,Rangpur,2013.3811541956752,114.33092013704336,76.20289905863636,90,45,FALSE,19
1997,Gaibandha,Rangpur,1891.138344917928,141.738748361035,73.1704627452883,98,48,FALSE,30.6
1997,Kurigram,Rangpur,2178.6546687033906,148.88355726854232,88.85213087042573,68,37,TRUE,35.1
1997,Lalmonirhat,Rangpur,1859.3853044041305,87.23913881254249,86.1769551740603,102,52,FALSE,24.2
1997,Nilphamari,Rangpur,2536.210528708179,148.79594417626294,80.26851428252752,43,24,TRUE,41.1
1997,Panchagarh,Rangpur,1889.72694824816,70.09763209630763,82.0360427547909,99,49,FALSE,14.1
1997,Rangpur,Rangpur,2126.191565095837,95.28631408248827,74.96528621566036,79,40,FALSE,22.6
1997,Thakurgaon,Rangpur,2154.4994078677832,122.7579060232152,86.48592720953879,73,38,FALSE,21.4
1997,Habiganj,Sylhet,3538.3640297551265,185.6398927447187,103.05940099865512,4,3,FALSE,55.6
1997,Moulvibazar,Sylhet,3614.772081332179,187.4169552045425,96.36054114996038,2,1,FALSE,56
1997,Sunamganj,Sylhet,3283.224397667658,154.89015076516657,103.81706767975882,11,7,FALSE,70.6
1997,Sylhet,Sylhet,3069.402148991553,90.27617546849478,104.32931240531492,25,13,FALSE,52
1997,Barguna,Barishal,2550.177872134436,144.57175658468836,97.99939902206955,42,19,FALSE,54
1997,Barishal,Barishal,2779.139905446773,123.42717337368832,89.58851329109673,33,16,FALSE,60.1
1997,Bhola,Barishal,2509.9363753518564,77.6514924396917,86.25476027484162,45,20,FALSE,81.5
1997,Jhalokati,Barishal,2833.764892568774,92.88353227411916,82.46226957594965,31,15,FALSE,73.8
1997,Patuakhali,Barishal,2166.1815523729706,96.76324152473154,82.1868843444099,69,32,FALSE,53.6
1997,Pirojpur,Barishal,3124.4654288476663,128.90921747155255,86.11391737548212,19,11,FALSE,66.5
1997,Bandarban,Chattogram,3209.608986950941,186.50391554253508,85.92682395099087,15,8,FALSE,76.6
1997,Brahmanbaria,Chattogram,3304.480568658588,153.11287516209757,81.66677047903967,10,4,FALSE,61.7
1997,Chandpur,Chattogram,2417.4237438244745,127.39961789492313,80.41647014748132,51,23,FALSE,53.2
1997,Chattogram,Chattogram,3259.6636974373096,125.55366329739664,96.80266586252915,13,6,FALSE,88.7
1997,Cox's Bazar,Chattogram,3326.859454537407,235.82252856869667,82.37410012657224,9,3,TRUE,55.6
1997,Cumilla,Chattogram,3242.1891775958343,181.9668558354525,85.789901228541,14,7,FALSE,66.5
1997,Feni,Chattogram,3144.2098921160123,98.4195442938288,84.9192969365258,18,10,FALSE,64.1
1997,Khagrachari,Chattogram,2413.878480894072,95.31658032013496,100.87459009907776,53,25,FALSE,74.6
1997,Lakshmipur,Chattogram,3073.295645586989,96.56597787422842,95.50948500342837,23,12,FALSE,71
1997,Noakhali,Chattogram,3275.740359839342,168.3422755952106,82.428021106854,12,5,FALSE,62.5
1997,Rangamati,Chattogram,2954.529908179025,157.73311351215696,98.06674488959013,28,14,FALSE,75.4
1997,Dhaka,Dhaka,2043.8416406211109,96.2303237096914,78.06976032662361,87,45,FALSE,53.2
1997,Faridpur,Dhaka,2614.579016438493,108.58447713144912,75.73164590326215,37,17,FALSE,38.7
1997,Gazipur,Dhaka,2136.206789839254,90.70897637148404,76.34291342224685,76,38,FALSE,29.8
1997,Gopalganj,Dhaka,1913.132382394793,54.46897202843444,84.01147162718578,96,49,FALSE,56
1997,Kishoreganj,Dhaka,2342.25301910421,112.37678744917076,80.37391278063667,58,27,FALSE,57.3
1997,Madaripur,Dhaka,2142.4817578677,101.19341343991324,83.52444018685459,75,37,FALSE,45.2
1997,Manikganj,Dhaka,2066.40230149246,81.43250248059036,81.30392541636097,83,43,FALSE,43.1
1997,Munshiganj,Dhaka,2415.895012301504,100.11266416382298,82.10939742331635,52,24,FALSE,43.5
1997,Narayanganj,Dhaka,2059.670183119566,86.95299879305627,82.85507153058609,85,44,FALSE,25.8
1997,Narsingdi,Dhaka,2371.229210894936,166.2280177667103,80.6183166350357,57,26,TRUE,37.9
1997,Rajbari,Dhaka,1793.745777209499,80.197428801362,86.44558807773096,105,53,FALSE,16.5
1997,Shariatpur,Dhaka,2165.522925940531,87.17249078437497,88.32248401572183,70,33,FALSE,37.9
1997,Tangail,Dhaka,2472.891405983027,110.408784750675,89.58436439380594,49,22,FALSE,49.2
1997,Bagerhat,Khulna,1711.9932000124766,81.67265007722817,78.14630487739993,114,59,FALSE,32.7
1997,Chuadanga,Khulna,1905.38986531194,102.25873087089876,75.19505936200704,97,50,FALSE,44
1997,Jashore,Khulna,1790.2696687329076,86.9487625271245,86.21728270938151,107,54,FALSE,13.3
1997,Jhenaidah,Khulna,2095.0698762358784,110.81209383429676,72.56445905221004,80,40,FALSE,36.3
1997,Khulna,Khulna,2257.867572276089,111.3234316704781,72.51603967016553,63,29,FALSE,59.7
1997,Kushtia,Khulna,1929.253483419911,89.04552644108254,77.17185038098096,94,47,FALSE,46.8
1997,Magura,Khulna,1853.7960645673256,93.84529933459729,80.28101949155757,103,51,FALSE,21.4
1997,Meherpur,Khulna,2149.222491416311,72.57102211559524,90.96862163768552,74,36,FALSE,39.9
1997,Narail,Khulna,1620.2710723533,81.56492516128178,83.32062513473944,121,62,FALSE,25.8
1997,Satkhira,Khulna,1598.3317142752423,77.19529415905414,78.04437263828336,122,63,FALSE,18.5
1997,Jamalpur,Mymensingh,2126.809629289803,115.52665173568909,88.5244571513661,78,39,FALSE,35.5
1997,Mymensingh,Mymensingh,2561.763104142219,139.03186275251556,79.84463614093718,39,18,FALSE,62.1
1997,Netrokona,Mymensingh,2163.8811056279287,106.43000156134713,85.80805890123001,71,34,FALSE,29.4
1997,Sherpur,Mymensingh,2493.162615169136,142.5636687792882,86.35285443285835,46,21,FALSE,42.7
1997,Bogura,Rajshahi,1738.639701561226,83.8108734092395,80.9193966470056,111,56,FALSE,16.9
1997,Chapai Nawabganj,Rajshahi,1966.7515820622104,85.28943798502351,75.77944915601518,91,46,FALSE,28.2
1997,Joypurhat,Rajshahi,1710.68129996374,83.87880800714328,81.61903841012187,115,60,FALSE,53.6
1997,Naogaon,Rajshahi,2156.24982034916,110.20871797264418,83.46318240340415,72,35,FALSE,28.6
1997,Natore,Rajshahi,1844.9301726611973,115.83532768652697,82.0519996311012,104,52,FALSE,17.7
1997,Pabna,Rajshahi,1554.0981085352528,64.32334875808844,83.81708561902735,123,64,FALSE,28.6
1997,Rajshahi,Rajshahi,2217.6977615962446,90.89509980315968,78.58841259483678,65,31,FALSE,40.3
1997,Sirajganj,Rajshahi,1676.8229996028608,87.25112817727056,79.64446045289084,116,61,FALSE,30.6
1997,Dinajpur,Rangpur,2249.603920642175,113.34753462069098,74.69404817537458,64,30,FALSE,26.6
1997,Gaibandha,Rangpur,2085.7118828904127,107.75816108095664,86.85241820367864,82,42,FALSE,20.2
1997,Kurigram,Rangpur,2091.1671999874907,108.1080696458879,72.51701318278654,81,41,FALSE,23.4
1997,Lalmonirhat,Rangpur,2284.5543840664723,108.41407483792212,74.84784890191266,61,28,FALSE,31
1997,Nilphamari,Rangpur,1758.459896406816,70.82552011321134,74.89447967333037,110,55,FALSE,6.9
1997,Panchagarh,Rangpur,1928.05041119815,116.2791651024119,75.86762320989232,95,48,FALSE,16.5
1997,Rangpur,Rangpur,1733.9062786372217,92.28724248552538,69.41136403708984,113,58,FALSE,6
1997,Thakurgaon,Rangpur,1734.2488874219382,99.2871543173352,86.75687598146358,112,57,FALSE,19
1997,Habiganj,Sylhet,3396.826626956867,170.13196657950886,87.56971125724452,8,2,FALSE,60.1
1997,Moulvibazar,Sylhet,3698.867537608914,170.61537092055764,90.40327744893312,1,1,FALSE,63.3
1997,Sunamganj,Sylhet,3064.6531413977823,160.07513375674446,86.54166984418833,26,13,FALSE,42.3
1997,Sylhet,Sylhet,3202.025444343932,119.14638260245954,100.0867659297468,16,9,FALSE,45.6
1998,Barguna,Barishal,2892.2071867027,161.27905640960915,86.87246067539816,26,14,FALSE,89.1
1998,Barishal,Barishal,3497.081565622132,173.08169388412384,90.03469001133232,7,4,TRUE,87.1
1998,Bhola,Barishal,2719.338374235872,132.06889659913017,93.12996332151371,32,17,FALSE,87.1
1998,Jhalokati,Barishal,2802.024488893147,114.99000612276936,83.00861718608051,28,15,FALSE,87.9
1998,Patuakhali,Barishal,2915.0506597971653,125.82184837513964,95.61289015653873,24,13,FALSE,89.1
1998,Pirojpur,Barishal,2610.2100325140736,122.16432940420898,92.05281143798764,39,20,FALSE,77.4
1998,Bandarban,Chattogram,2487.583704619175,132.99824331853722,99.09751986497882,45,23,FALSE,78.2
1998,Brahmanbaria,Chattogram,3064.739233589211,154.51189395235818,96.30642733799873,18,12,FALSE,87.9
1998,Chandpur,Chattogram,2646.371453520881,76.86297544924477,89.87537208271739,34,18,FALSE,80.6
1998,Chattogram,Chattogram,3082.036277016802,169.55212937461485,87.01857898,16,10,FALSE,81.9
1998,Cox's Bazar,Chattogram,3089.7230631308603,217.7152148818176,83.11302400678747,14,9,FALSE,80.6
1998,Cumilla,Chattogram,3366.1347196974784,161.73557531613696,101.5814130345909,9,6,FALSE,80.2
1998,Feni,Chattogram,2775.4508568990614,101.74854793246888,96.65895815111286,29,16,FALSE,88.7
1998,Khagrachari,Chattogram,2596.3033073676,96.83187633400216,99.82721092707727,40,21,FALSE,73.4
1998,Lakshmipur,Chattogram,3156.087035473951,151.6269262622322,95.02554196018784,12,7,FALSE,92.3
1998,Noakhali,Chattogram,3079.9452525332194,151.53118789614183,89.7067391086303,17,11,FALSE,66.1
1998,Rangamati,Chattogram,3705.9508957772055,120.9913021940802,99.64492217100056,3,2,TRUE,83.1
1998,Dhaka,Dhaka,2157.7894301088927,69.16529000201754,86.02483102223307,69,33,FALSE,58.1
1998,Faridpur,Dhaka,1610.0115457249233,105.51549386536584,94.08504877072038,121,59,FALSE,28.2
1998,Gazipur,Dhaka,2016.7418275556936,106.84936210745826,84.32257662988202,86,40,FALSE,52
1998,Gopalganj,Dhaka,1553.2651629383186,77.3977947102088,92.15872289216904,124,60,FALSE,42.3
1998,Madaripur,Dhaka,1902.5716395413467,68.91040378971036,86.84268510922472,99,46,FALSE,36.3
1998,Manikganj,Dhaka,2091.0117356567525,129.59165649065673,83.70686640443618,79,37,FALSE,56
1998,Munshiganj,Dhaka,2280.2752770107104,80.87063363462278,79.36006755089693,57,28,FALSE,68.1
1998,Narayanganj,Dhaka,2344.1626292415945,102.08174068178464,86.46951575348687,52,25,FALSE,46
1998,Narsingdi,Dhaka,2630.180482952038,137.31303191068116,94.74942004218096,37,19,TRUE,60.9
1998,Rajbari,Dhaka,2160.193269798592,89.39018367552652,86.30605148592021,68,32,FALSE,71
1998,Shariatpur,Dhaka,2391.45158956804,143.37654709379663,85.15064294377328,50,24,FALSE,69
1998,Tangail,Dhaka,2183.143935000137,117.44813562375612,82.2680869169994,66,31,FALSE,66.9
1998,Bagerhat,Khulna,2183.7563256109447,129.39503005847826,85.95314802047011,65,30,FALSE,68.5
1998,Chuadanga,Khulna,1775.080753545945,106.65204339126753,76.8811417138221,111,54,FALSE,46
1998,Jashore,Khulna,1990.4367772702008,121.35998899556569,73.44730274697685,88,41,FALSE,37.9
1998,Jhenaidah,Khulna,2333.061245518938,150.76877943707024,89.32646867525412,53,26,FALSE,76.2
1998,Khulna,Khulna,1847.7506347903309,117.08288251419256,79.76226342588609,104,50,FALSE,24.6
1998,Kushtia,Khulna,2074.7615022657374,112.79271941093468,81.00832093209026,80,38,FALSE,52.8
1998,Magura,Khulna,1820.325488703984,74.55749940947871,77.86102581833917,109,53,FALSE,50
1998,Meherpur,Khulna,1985.9941252681213,86.50478538864485,70.06085559445705,89,42,FALSE,55.6
1998,Narail,Khulna,2135.358983276537,95.61636444453184,89.896116771804,72,34,FALSE,48.4
1998,Satkhira,Khulna,1906.2271420059524,101.48665084183838,76.22540036654762,98,45,FALSE,40.7
1998,Mymensingh,Mymensingh,2539.646019711434,148.92889629017716,98.15372761310472,43,22,FALSE,50.8
1998,Bogura,Rajshahi,1648.3881557351144,69.03173566033702,70.08755129396953,118,57,FALSE,29
1998,Chapai Nawabganj,Rajshahi,1841.2482358554264,121.69997083893628,79.99899381504493,106,51,FALSE,23.4
1998,Joypurhat,Rajshahi,1870.6438106157311,117.53305252506392,83.68080773438295,103,49,FALSE,37.1
1998,Naogaon,Rajshahi,2132.376379341266,112.34205645605672,67.47258473434992,73,35,FALSE,34.3
1998,Natore,Rajshahi,1828.3231426524023,111.2169027951882,75.34853443712612,107,52,FALSE,16.1
1998,Pabna,Rajshahi,2044.916975978644,113.44578963752691,75.33058945079156,84,39,FALSE,48
1998,Rajshahi,Rajshahi,1979.06009035494,94.10228129209032,71.7306027231733,90,43,FALSE,36.3
1998,Sirajganj,Rajshahi,1764.412894626816,87.26902866810784,84.95311939727628,113,55,FALSE,37.1
1998,Dinajpur,Rangpur,2118.059482389837,165.69701289372966,88.36441653329686,75,36,TRUE,40.3
1998,Gaibandha,Rangpur,2293.441543750381,167.21431079641096,71.51940385839917,56,27,TRUE,32.3
1998,Kurigram,Rangpur,2262.480732767824,74.9300284464897,78.45098148032704,60,29,FALSE,30.2
1998,Lalmonirhat,Rangpur,1976.3286962859315,101.00664545615186,84.86059433103266,92,44,FALSE,26.2
1998,Nilphamari,Rangpur,1898.3351128748184,100.59364597249916,81.60232738852399,100,47,FALSE,14.9
1998,Panchagarh,Rangpur,1745.21568757641,76.92375956982221,97.99742050946897,116,56,TRUE,11.7
1998,Rangpur,Rangpur,1890.038004810407,90.9251004813405,95.91876943934264,101,48,TRUE,27
1998,Thakurgaon,Rangpur,1624.8435437203216,102.45145599033472,72.05856535495064,120,58,FALSE,14.1
1998,Habiganj,Sylhet,3939.9848933178646,328.0767542607435,100.49279929558136,2,1,TRUE,64.9
1998,Moulvibazar,Sylhet,3109.673417537933,100.61922356622006,95.78107473230462,13,8,FALSE,48.8
1998,Sunamganj,Sylhet,3387.699451357213,256.9114453990008,96.4669770933385,8,5,TRUE,58.9
1998,Sylhet,Sylhet,3504.2924651338594,173.4912045261737,99.50581995779535,5,3,FALSE,82.7
1998,Barguna,Barishal,2200.477531108787,65.97603393894482,86.13719115103011,62,33,FALSE,50
1998,Barishal,Barishal,2548.688315010849,88.69708556596214,92.59754494650636,42,21,FALSE,60.9
1998,Bhola,Barishal,2941.495137219698,211.5057664357759,92.33438253873987,22,10,TRUE,86.7
1998,Jhalokati,Barishal,2823.130103036068,175.4481286733143,86.17079946912344,27,13,FALSE,79.4
1998,Patuakhali,Barishal,2508.961555718883,144.0399082163358,85.3110984254649,44,22,FALSE,69.8
1998,Pirojpur,Barishal,2349.655527812487,109.76708895576886,93.6863265758947,51,27,FALSE,71.4
1998,Bandarban,Chattogram,2725.9397640290563,138.95942383891267,84.5730095582702,31,15,FALSE,47.2
1998,Brahmanbaria,Chattogram,3500.1436059226235,165.41702896181246,90.69969612374987,6,3,FALSE,71.8
1998,Chandpur,Chattogram,2562.158387573501,179.0250780772023,97.62817633304832,41,20,FALSE,63.3
1998,Chattogram,Chattogram,2640.804862001788,107.81078399374115,98.265968801061,35,17,FALSE,69
1998,Cox's Bazar,Chattogram,3598.7280561189705,193.9575575176124,86.9502436087418,4,2,FALSE,85.5
1998,Cumilla,Chattogram,2987.4408679591584,145.35403149464963,94.1631597994112,19,7,FALSE,88.3
1998,Feni,Chattogram,2903.744080914936,110.06708912349188,94.4938723761131,25,12,FALSE,72.2
1998,Khagrachari,Chattogram,2966.921208227109,111.58434299898136,104.73506101085496,21,9,FALSE,88.3
1998,Lakshmipur,Chattogram,3204.390453965793,194.12576529904504,94.36571904125826,11,5,FALSE,76.6
1998,Noakhali,Chattogram,2976.3478836498,146.5653225694873,103.99525306073885,20,8,FALSE,56
1998,Rangamati,Chattogram,2634.253020136407,153.3176928113227,91.77186836980488,36,18,FALSE,64.5
1998,Dhaka,Dhaka,2196.4995215681374,86.59236058431662,86.85526947261914,64,35,FALSE,31.9
1998,Faridpur,Dhaka,2033.8787456007287,74.78389518670878,91.77209096081822,85,46,FALSE,47.2
1998,Gazipur,Dhaka,2179.962355552333,116.43510240384288,83.58014479598012,67,36,FALSE,51.2
1998,Gopalganj,Dhaka,2198.430362999628,128.35515392647704,82.4109761512854,63,34,FALSE,43.1
1998,Kishoreganj,Dhaka,2414.617050736888,140.3739949171034,89.75287284292598,49,26,FALSE,50.4
1998,Madaripur,Dhaka,2423.731906973534,107.05436142771734,80.91726971728153,48,25,FALSE,52.8
1998,Manikganj,Dhaka,1943.7200279527588,106.9832544699563,78.73845428976536,96,52,FALSE,24.2
1998,Munshiganj,Dhaka,2324.543554694062,123.98329869760738,88.1452396655474,54,28,FALSE,43.5
1998,Narayanganj,Dhaka,2306.1545164857625,76.04351713821109,88.09493382395387,55,29,FALSE,51.6
1998,Narsingdi,Dhaka,1841.385800716223,78.61004806715124,81.72123816275722,105,55,FALSE,50.4
1998,Rajbari,Dhaka,2276.3338623633235,82.93636212886415,84.71857989460116,58,30,FALSE,46
1998,Shariatpur,Dhaka,1635.1147180363505,95.61205246873456,78.70803088427647,119,62,FALSE,21
1998,Tangail,Dhaka,2739.576626882569,118.0980029644247,92.3357828189915,30,14,TRUE,59.3
1998,Bagerhat,Khulna,2110.940371474056,118.7067715343046,84.09264079883337,78,42,FALSE,66.5
1998,Chuadanga,Khulna,2136.341771508416,113.1930393453309,75.17640841548847,71,38,FALSE,54.8
1998,Jashore,Khulna,2468.280744430684,151.1173839422386,77.11341230501714,47,24,FALSE,61.7
1998,Jhenaidah,Khulna,2246.2912908500643,77.37633981905793,81.07707055869426,61,32,FALSE,50
1998,Khulna,Khulna,1958.6181281325296,79.60614769292863,78.8044927451736,95,51,FALSE,26.6
1998,Kushtia,Khulna,2009.1026792152577,142.29791829122394,82.45717451409023,87,47,FALSE,25.8
1998,Magura,Khulna,2057.934352823037,111.11441174379893,82.03436037010849,82,44,FALSE,46.4
1998,Meherpur,Khulna,2267.425912881408,94.41353645806764,81.72005941330404,59,31,FALSE,36.3
1998,Narail,Khulna,2140.2218653922378,131.886027308048,76.63445267557721,70,37,FALSE,57.3
1998,Satkhira,Khulna,2072.491239478466,109.10149875250028,78.97129829247716,81,43,FALSE,28.6
1998,Jamalpur,Mymensingh,2621.017650298153,149.61565136778842,86.0766892452495,38,19,TRUE,56.5
1998,Mymensingh,Mymensingh,1977.7290954257503,117.06483429459264,89.97149390825787,91,48,FALSE,19.8
1998,Netrokona,Mymensingh,2117.5698586263647,106.6016942300369,77.44452436682319,76,40,FALSE,25.4
1998,Sherpur,Mymensingh,2481.6835737110414,138.77113282951214,81.84375573435386,46,23,FALSE,38.3
1998,Bogura,Rajshahi,1791.801382284961,96.1437616009062,64.12659319627866,110,57,FALSE,9.3
1998,Chapai Nawabganj,Rajshahi,1878.46244147484,49.20183214697905,64.7979091087515,102,54,FALSE,34.3
1998,Joypurhat,Rajshahi,1576.2144610244495,85.90096464360309,71.53068628823536,123,64,FALSE,14.9
1998,Naogaon,Rajshahi,1752.4835177400612,82.56694452257837,75.08864343516488,115,60,FALSE,24.6
1998,Natore,Rajshahi,1701.7676567549152,101.38344058384936,59.500324617137366,117,61,FALSE,20.2
1998,Pabna,Rajshahi,1770.1125177002427,103.62950265833136,77.8232950549522,112,58,FALSE,43.5
1998,Rajshahi,Rajshahi,2126.6776723990592,114.96938851304036,74.36645437087415,74,39,FALSE,30.6
1998,Sirajganj,Rajshahi,1580.2420212812094,113.72442508365384,80.38087606732478,122,63,FALSE,20.6
1998,Dinajpur,Rangpur,1961.2666662333568,109.90243597204288,86.07166760545933,94,50,FALSE,17.7
